Departamento;Municipio;EstadoVictima;AnoHecho;MesOCurrencia;DiaOcurrencia;TipoVehiculoGrupo;TipoServicio;CondicionVictima;ActorVial;UsuarioVia;Zona;ObjetoColision;EsCapital;Rango3horas;Rango6horas;Sexo;RangoEdad;EstadoVia;ActividadVictima;CausaMuerte;ClaseAccidente;CondicionLugar;Hipotesis;DiagnosticoTopografico;Muerte30Dias;TipoRegistro;TotalRegistros
NARINO;TUMACO;MUERTOS;2026;03.MARZO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;15:00 A 17:59;12:00 A 17:59;MUJER;[35,40);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SINCELEJO;MUERTOS;2022;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[30,35);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2026;03.MARZO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;12:00 A 14:59;12:00 A 17:59;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SAN MARCOS;MUERTOS;2022;03.MARZO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;MUJER;[50,55);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;ATROPELLO;LLUVIA;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;VILLAVICENCIO;MUERTOS;2023;01.ENERO;4.JUEVES;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;RURAL;OBJETO FIJO;SI;03:00 A 05:59;00:00 A 05:59;HOMBRE;[35,40);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;POPAYAN;MUERTOS;2025;01.ENERO;1.LUNES;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[40,45);SIN INFORMACIÓN;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;PUERTO GAITAN;MUERTOS;2025;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;15:00 A 17:59;12:00 A 17:59;HOMBRE;[25,30);SIN INFORMACIÓN;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;VILLA RICA;MUERTOS;2026;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;-1;-1;HOMBRE;[25,30);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;TORO;MUERTOS;2026;02.FEBRERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;SIN INFORMACIÓN;OBJETO FIJO;NO;-1;-1;HOMBRE;[65,70);CON HUECOS;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CESAR;AGUACHICA;MUERTOS;2022;03.MARZO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;SIN INFO.;NO;09:00 A 11:59;06:00 A 11:59;MUJER;[35,40);BUENO;ACTIVIDADES RELACIONADAS CON EL TRABAJO REMUNERADO;CONTUNDENTE;SIN INFORMACIÓN;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;SANTANDER QUILICHAO;MUERTOS;2021;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;MUJER;[20,25);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE ABDOMEN;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;BARRANCABERMEJA;MUERTOS;2022;01.ENERO;6.SÁBADO;TRANSPORTE INDIVIDUAL;PÚBLICO;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;URBANA;OBJETO FIJO;NO;-1;-1;MUJER;[70,75);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
MAGDALENA;SANTA MARTA;MUERTOS;2026;02.FEBRERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;SIN INFORMACIÓN;NO APLICA;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[30,35);BUENO;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;VOLCAMIENTO;NORMAL;EMBRIAGUEZ (ALCOHÓLICA Y NO ALCOHÓLICA);TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CALDAS;VITERBO;MUERTOS;2022;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;LA PINTADA;MUERTOS;2021;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;SIN INFO.;NO;-1;-1;HOMBRE;[60,65);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;CALI;MUERTOS;2025;01.ENERO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;SIN INFO.;SI;-1;-1;HOMBRE;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;CHINU;MUERTOS;2022;02.FEBRERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;-1;-1;HOMBRE;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;CALI;MUERTOS;2025;03.MARZO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;SI;-1;-1;HOMBRE;[75,80);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;VILLA SAN DIEGO UBATE;MUERTOS;2025;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;REMEDIOS;MUERTOS;2023;02.FEBRERO;6.SÁBADO;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;SIN INFO.;NO;-1;-1;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;SIN INFORMACIÓN;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAQUETA;FLORENCIA;MUERTOS;2021;02.FEBRERO;5.VIERNES;NA;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;RURAL;SIN INFO.;SI;15:00 A 17:59;12:00 A 17:59;HOMBRE;[35,40);0;OTRA;CONTUNDENTE;SIN INFORMACIÓN;0;SIN INFORMACIÓN;TRAUMA ÁREA PÉLVICA;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;LORICA;MUERTOS;2022;03.MARZO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;VILLAVICENCIO;MUERTOS;2025;03.MARZO;3.MIÉRCOLES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;SI;-1;-1;MUJER;[80,85);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;ATROPELLO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;BUCARAMANGA;MUERTOS;2023;03.MARZO;4.JUEVES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;URBANA;TRANSPORTE DE CARGA;SI;09:00 A 11:59;06:00 A 11:59;HOMBRE;[80,85);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
HUILA;NEIVA;MUERTOS;2021;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;MUJER;[30,35);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;TARAZA;MUERTOS;2025;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[55,60);CON HUECOS;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;BARRANQUILLA;MUERTOS;2024;02.FEBRERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;SI;18:00 A 20:59;18:00 A 23:59;HOMBRE;[25,30);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;NO RESPETAR PRELACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;GUADALAJARA BUGA;MUERTOS;2026;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;SIN INFORMACIÓN;SIN INFO.;NO;03:00 A 05:59;00:00 A 05:59;HOMBRE;[50,55);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;MONTERIA;MUERTOS;2026;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;SI;12:00 A 14:59;12:00 A 17:59;HOMBRE;[45,50);SIN INFORMACIÓN;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
MAGDALENA;SANTA MARTA;MUERTOS;2024;03.MARZO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[40,45);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;ZARZAL;MUERTOS;2024;01.ENERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;-1;-1;HOMBRE;[55,60);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;MONTERIA;MUERTOS;2024;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;SI;03:00 A 05:59;00:00 A 05:59;HOMBRE;[35,40);BUENO;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2026;03.MARZO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;SI;06:00 A 08:59;06:00 A 11:59;MUJER;[60,65);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2026;02.FEBRERO;3.MIÉRCOLES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE PASAJEROS;SI;-1;-1;HOMBRE;[80,85);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;VILLA SAN DIEGO UBATE;MUERTOS;2025;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE PASAJEROS;NO;-1;-1;HOMBRE;[25,30);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
TOLIMA;IBAGUE;MUERTOS;2022;01.ENERO;7.DOMINGO;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;URBANA;OBJETO FIJO;SI;03:00 A 05:59;00:00 A 05:59;MUJER;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
MAGDALENA;FUNDACION;MUERTOS;2026;02.FEBRERO;7.DOMINGO;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;SIN INFO.;NO;-1;-1;HOMBRE;[60,65);SIN INFORMACIÓN;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;YONDO;MUERTOS;2021;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;MUJER;[30,35);BUENO;OTRA;CONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA DE MIEMBROS;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;CHIA;MUERTOS;2024;01.ENERO;1.LUNES;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;MUJER;[20,25);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
PUTUMAYO;PUERTO ASIS;MUERTOS;2026;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;-1;-1;HOMBRE;[35,40);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
HUILA;RIVERA;MUERTOS;2022;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[25,30);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;PASTO;MUERTOS;2023;01.ENERO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;SI;06:00 A 08:59;06:00 A 11:59;HOMBRE;[80,85);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ARAUCA;SARAVENA;MUERTOS;2024;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;NO;09:00 A 11:59;06:00 A 11:59;HOMBRE;[35,40);BUENO;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SANTIAGO TOLU;MUERTOS;2021;01.ENERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[15,20);SIN INFORMACIÓN;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2023;01.ENERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SINCELEJO;MUERTOS;2022;03.MARZO;3.MIÉRCOLES;TRANSPORTE DE CARGA;PARTICULAR;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO T.CARGA;URBANA;NO APLICA;SI;-1;-1;HOMBRE;[25,30);BUENO;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;VOLCAMIENTO;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
QUINDIO;CIRCASIA;MUERTOS;2022;01.ENERO;1.LUNES;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;SIN INFORMACIÓN;NO APLICA;NO;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;CAUCASIA;MUERTOS;2024;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[30,35);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
HUILA;NEIVA;MUERTOS;2022;01.ENERO;5.VIERNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;TRANSPORTE DE CARGA;SI;18:00 A 20:59;18:00 A 23:59;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;SAN JACINTO;MUERTOS;2022;01.ENERO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE PASAJEROS;NO;-1;-1;HOMBRE;[45,50);BUENO;ACTIVIDADES RELACIONADAS CON LOS DEPORTES Y EL EJERCICIO FÍSICO;CONTUNDENTE;ATROPELLO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
